userName,score,at,content
Balzanur rohman,2,2023-06-15 10:25:44,Erroooooooorrrrrrrrr bangetttttttttttttttttttt🥲
Muhammad Fikri,1,2023-06-15 10:10:03,Tidak bisa di download sertifikat nya
Vinz CS,1,2023-06-15 10:08:22,Aplikasi tolol..donwload sertifikat aja gak bisa..percumah dibuat aplikasi gini jg..
All All,1,2023-06-15 09:12:52,Reting bintang rata2 B1 seharusnya sebangai pelajaran ap yg harus nd perbaiki bukan updated Mulu bikin yg lebih simpel mudah d pahami GK ribet mending kaya pertama update lebih simpel....
Yadi Tampi,1,2023-06-15 08:52:45,"Tidak bisa lihat sertifikat vaksin, tidak bisa lihat riwayat perjalanan, lebih bagus fersi yang lama.."
Knoo Knoo,1,2023-06-15 07:53:44,kembalikan peduli lindungi aja..aplikasi ini malah gak bisa di pakai..jadi sulit mau kemana mana
Dimas Dim,1,2023-06-15 07:43:28,"Gagal di proses mulu sertifikat vaksin, makin di perbarui makin gak jelss"
fikri lukroni,1,2023-06-15 06:37:54,"Sertifikat malah tidak bisa diunduh, mending peduli lindungi kemarin"
tri handayani,1,2023-06-15 06:26:44,Ga jelas padahal HP juga RAMmasih banyak mau download sartifikat aja susahnya minta ampun haeus coba lagi terus ini gimna😒😏
Irfan Fathurohman,1,2023-06-15 06:26:03,Tolong kenapa gabisa didownload sertifikat vaksinya sihhh
Jawaad,1,2023-06-15 05:47:12,gajelas sudah vaksin ke 2 malah yg muncul vaksin 1 doang
Nurlela Sianipar,5,2023-06-15 02:38:26,"Sangat bagus sekali untuk menjaga kesehatan dan bermanfaat untuk tubuh juga untuk mencegah, serta bisa pergi berlibur. Terima kasih banyak"
arifa syakuur,1,2023-06-15 01:41:08,"Sertifikat vaksinnya tak bs di download, selalu eror dan coba lagi.."
Erithadi Urianto,1,2023-06-15 01:32:28,"Kecewa berat sama ini aplikasi, sertifikat vaksin Booster saya tidak muncul, tiket Vaksin Boosternya juga tidak muncul, padahal saya sudah berumur 18 tahun lebih dan sudah ikut vaksinasi Booster. Cuma kendala sertifikat tapi berpengaruh penting. TOLONG DONG KEMENKES BERI ATURAN YANG JELAS, MASA MASYARAKAT DISURUH VAKSIN TAPI LAYANANNYA TIDAK JELAS BEGINI.!"
zulfatli ardiansah,5,2023-06-15 00:31:55,Kabinet Indonesia Maju 🙏
anang riswanto,1,2023-06-14 22:21:06,"Update tan baru kok gini,makin parah, kalo belum sempurna jangan di update dulu bos,sertifikat saya tidak bisa unduh gimana sih,lebih baik kembali ke versi awal aja boss"
Wini Sari,1,2023-06-14 21:54:40,"Kenapa tiket vaksin booster saya belum muncul? Sedangkan saya konfirmasi di wa katanya sudah solved, tpi say periksa lgi di apknya kok msih blum ada"
Akmal Sutrisna,1,2023-06-14 21:30:35,Donload sertifikat susah banget
Agustiyani Yani,1,2023-06-14 20:33:19,"Susah bngt aplikasinya, di update malah makin susah gmn sih, hrus ny klo di perbaharui itu makin baik, ini mau unduh sertifikat faksin nggk bisa2, balik2 Mulu, lambat bngt lagi 😩"
CEDEKELEKE,1,2023-06-14 20:16:11,"ini aplikasi gimana sebenarnya, sudah vaksin sampe 3 x data tidak ada, kalo bepergian disuruh harus vaksin giliran udah vaksin malah makin dipersulit data tidak ada, ini kalian kerjanya ngapain sampe data-data yang kalian ambil waktu vaksin ngga diisi dalam aplikasi."
Yudha Yogaswara,1,2023-06-14 20:11:11,Yang bener lah gw mau ngelamar kerja sertifikat ga bisa di download
Syamsul Khairr,1,2023-06-14 20:06:08,"APLIKASINYA MENYUSAHKAN SAYA DAFTAR TPI NIK TELAH DIGUNAKAN CEM MANA CARA LOGINNYA KLO DAFTAR GK BISA, LOGIN MALAH DATA TIDAK DITEMUKAN."
doel iyyant,1,2023-06-14 19:56:21,Di update ke satu sehat malah sertifikatnya hilang semua tidak terdaftar
KANZU GAMING,1,2023-06-14 19:53:17,"Ini kenapa booster ke 2 saya gak ada di riwayat saya, kemarin masih ada ini aplikasinya gimana sih"
Jihad Ade,1,2023-06-14 19:23:23,"Sampe sekarang sertifikat Booster gada muncul di Aplikasi, giliran hubungi Call center lewat Wa, gapernah ada balasan, disuruh nunggu terus, ujungnya ujungnya tidak dapat dihubungi. Booster dah dari berbulan bulan yang lalu tapi sampe sekarang belum ada update, nama juga salah gara gara petugas gabener masukinnya. mau di ubah data diri tapi gada respon sama sekali."
Bagas Dwi Saputra (바가스 드위 사푸트라),1,2023-06-14 19:13:52,APK BUSUK GA BISA UNDUH SERTIFIKAT VAKSIN
Willy Oscar Maheltra,1,2023-06-14 18:38:59,Makin jelek
Muhammad Ridwan Wahyu prayogo,1,2023-06-14 18:19:08,Kenapa tidak bisa unduh sertifikat vaksin
Nasuki Nasuki,5,2023-06-14 18:17:49,sertifikat vaksin 1
Vicka Agustine,2,2023-06-14 17:08:04,Gk bisa unduh sertifikat..
Irwand Young,1,2023-06-14 17:02:02,"Maksdnya apa ini saya sudah vaksin tapi bisa bisa nya bilang belom, malah belom terdaftar apasi ini"
helis safitri,1,2023-06-14 17:01:07,Sering logout sendiri jelek bgt ni apk
Alvito Sandi Rafael,1,2023-06-14 16:55:13,gagal saat download sertifikat vaksin sudah dicoba ke hp & akun lain tetap gagal
Anwar Shadiq,3,2023-06-14 15:50:00,udh 18+ tpi tiket vaksin ke 3 blom muncul padhl udah update aplikasi wadooooo
Iddo Oreon,1,2023-06-14 15:45:41,Ga bisa download sertifikat vaksin
Oel Toel,1,2023-06-14 15:41:12,Jelek banget sekarang kalo di update
Channel Santri,1,2023-06-14 15:15:11,Aplikasi tidak berguna udh vaksin di kira blm
bengky s,5,2023-06-14 15:14:17,bagus
Bey LINER,1,2023-06-14 14:10:02,"Kenapa saya ga bisa login, harus buat akun baru lagi, terus data vaksin saya gimana? Tolong benerin"
Ikbal Aja 47,5,2023-06-14 14:08:48,Sangat baik utk kesehatan
Tia septiani,1,2023-06-14 13:54:06,Bangke
Elisah Lisah,1,2023-06-14 13:31:04,Parah banget abis di instal ulang jadi bgini..makin jelek aja aplikasinya
Taufiq Hidayat,1,2023-06-14 13:28:00,Pilih negara untuk masukkan nomer aja gak bisa apk menyulitkan masyarakat malahan
Nicko Nur Rahmaddian,5,2023-06-14 12:25:14,Good aplikasi
Nura,1,2023-06-14 12:02:55,"Sertifikat masih belum muncul di apk, padahal udah sebulan lebih. Dan itu pun udh d tanyain ke pihak kesehatannya katanya udah di input. Tapi kok msih belum muncul juga di apk nya. Tolong dong, perbaiki. Jadi susah kalo gak ada di hp. Katanya mempermudah tapi kok ya sama aja."
Galang Persada,1,2023-06-14 11:50:48,"Gimana sih ini aplikasi! Saya susah login, lagi urgent untuk print sertifikat vaksin malah seperti ini tidak bisa login!"
Ray Val,1,2023-06-14 11:13:31,"Ini login,keluar lagi,login keluar lagi,terus aja gitu tiap hari"
Ardan,1,2023-06-14 09:55:18,"Mohon maaf sebelumnya. Hanya mau memberi kritik pedas tentang aplikasi satusehat yang buat mental orang jadi ga sehat. Aplikasi aneh. Ga bisa daftar. Masa nama dan NIK yang terdaftar tidak sama. Padahal sudah jelas, nama dan NIK yang saya masukkan sama persis. Aplikasi bdoh. Saya perlu menggunakan layanan kesehatan di tempat-tempat tertentu, tapi daftar akun pun tidak jadi sama sekali. Satu saran. Kembalikan website lama yang bisa warga negara gunakan. Percuma saja diganti aplikasi."
Ferry Irawan,1,2023-06-14 08:23:32,Susah di buka nih aplikasi kok malah jadi tambah sulit sih.
Rizal Permana,1,2023-06-14 07:39:30,Mau periksa statu vaksin malah kaga bsa d buka Tolong lah apa apa harus ada vaksin tpi aplikasinya gni amat jelek Udh d update makin ga bsa d buka mau login aja susah
Lusi Herlina,1,2023-06-14 07:22:12,"Kok data yang tersimpan di aplikasi sebelumnya ( peduli lindungi ) jadi hilang ya. Di aplikasi peduli lindungi ada data vaksin anak saya ,tetapi begitu di up date data anak saya hilang, saya coba menambahkan anggota di "" Satu Sehat "" tapi tidak bisa ,keluar tulisan "" Nama yang terdaftar tidak sesuai dengan Nomor NIK,kok bisa hilang? saya lagi butuh sertifikat vaksin anak gimana cara mendapatkan nya?.."
Farida nur cahyani,5,2023-06-14 07:15:48,Apknya sangat membantu
goris cungkring,1,2023-06-14 06:56:52,Udah faksin lebih dri 2 bulan kok blom ada sertifikat di aplikasi ? Padahal cetak print sudah ada langsung stelah vaksin Kok jadi ga guna gini ya aplikasinya
Romzi Yayan (光る公式),3,2023-06-14 06:29:18,"Percuma update, tetep ga bisa login."
Fahrul Adji Abiyanto,1,2023-06-14 04:57:02,aplikasi aneh
Rosidi Amsari,5,2023-06-14 03:04:52,Bagus
SATAR RAHMI,1,2023-06-14 00:57:47,"Yg buat aplikasi ini lagi kurang sehat mungkin.di update bukan nya tambah bagus,ini malah tambah jelek.padahal udah vaksin 3 kali,eh malah muncul vaksin pertama doang.yg buat aplikasi ini tolong minum obat ya!!!"
Fauzi TriJayanto,1,2023-06-14 00:30:17,"Emang babi ini aplikasi, mau rubah akun susah amat, bikin emosi aja"
RIZA MAULANA IBROHIM,1,2023-06-13 23:12:09,Di update ko nambah nggak bener apk nya dih masa saya udah vaksin ko di sini nya belum nggak ada sertifikat nya gimana ini nggak jelas.......😠
dede eka prastia gunawan,1,2023-06-13 22:54:33,cuan cuan cuan
Hastanto Arianto,5,2023-06-13 22:01:01,Mantap...
Mas_T Cruiser,1,2023-06-13 21:55:48,Buruk.. Buat apa di buat kalo tidak bisa diakses
Hendi Nurpriyanto,1,2023-06-13 21:02:28,"Niat g sih, g usah pakai ginian gmn?"
BANG DON CHANNEL,1,2023-06-13 20:15:14,"tolong cantumkan juga riwayat tes yg lama. nanti ada apa'' bilangnya anda/kamu, blm melakukan test ini itu. ujung"" uang juga yg keluar."
pak itam,1,2023-06-13 20:09:38,Setelah d berubah nama dari peduli lindungi.mengapa sekarang tidak bisa membuka profil saya. Yanguncul hanya punya anak saya. Sangat mengecewakan. Aplikasi sampah. Tolong diperbaiki kembali.jika tidak bisa Kembalikan ke aplikasi lama .peduli lindungi
Xaviervouzyln,1,2023-06-13 19:38:46,"Jelek, tidak masuk akal, dan bikin kepala pusing karena tidak jelas."
Ririn Aryani,1,2023-06-13 19:00:31,Kenapa sertivikat nya belum muncul sih
achmad ismanto,5,2023-06-13 18:53:30,good
Muhammad Rashyd,1,2023-06-13 18:39:24,Kenapa sertifikat vaksin nya gk bisa diunduh
Pebri Styawan,1,2023-06-13 18:30:19,gw udh vaksin ke 3 ga muncul sat sertifikat nya
Lek Jo,1,2023-06-13 18:12:51,Setelah diupdate bukannya makin membantu malah makin membagongkan
Muhammad Muslim,1,2023-06-13 17:42:58,Data sudah di input sebulan lebih tapi untuk sertifikatnya belum juga muncul di apk
Sekar Diah,1,2023-06-13 17:38:08,"Ke update sendiri, ehh pas nyoba cek disrh daftar tp ga bisa ket.nya nik sama tgl lahirnya beda, gak jelas bgt.. bukannya malah tmbh bagus ini malah tmbh jelek👎👎"
No Name,1,2023-06-13 16:53:33,"1. Aplikasi yang kurang bagus. Sertifikat vaksin juga tidak update. Sudah vaksin tapi sertifikatnya ga nongol di aplikasi. Menyusahkan saja. 2. Helpdesk tidak cepat respon, lama dan bertele-tele. Jika ada komplain tidak ditanggapi dengan cepat. 3. subjektif, input nama peserta vaksin satu sehat. 4. Helpdesk layaknya robot bukan manusia. 5. Kritikan itu asupan yang baik untuk evaluasi kinerja dan pelayanan kepada masyarakat 6. Jangan bangga mempersulit orang lain/dzalim"
Bayu Pranayama,5,2023-06-13 16:52:56,👍👍👍👍👍
ngaji ady,1,2023-06-13 15:49:53,"Aplikasi jelek di update malah gk bs dibuka gk bs masuk, apa ini..."
Rifki Muhammadi,2,2023-06-13 15:41:09,Untuk menu tmbah cek sertifikatnya mana?
Wawan Setiawan,1,2023-06-13 13:49:48,Riwayat vaksin muncul satu
Ekadharma Yudha,1,2023-06-13 13:47:12,Minta SMS verifikasi aja gak terkirim2 nih aplikasi gimana mau cek 🤣
Rofik Ngedroid,1,2023-06-13 13:42:47,"Tolong lah saya sudah vaksin, data yg saya berikan sudah benar, kenapa nggak dapet"" sertifikatnya udh berapa takut dari 2021 ga dapet"" ini sangat mempersulit saya melamar pekerjaan"
Supreme V,1,2023-06-13 13:00:37,Aplikasi juru selamat palsu(dajjal)
Sri Murni,1,2023-06-13 12:28:30,"Aplikasi aneh, untung aja udah aku capture dari awal riwayat vaksin, kalo nggak bisa ambyar... Kaya skrng Sdh vaksin tapi nggak ada punya salinan, ini udah di update malah nggak bisa buka apk, aneh aneh... Ketinggian tekno kali,smpe puyeng apk nya.... Kmblikan aja deh ke apk awal.... Aneh banget ini apk, mrugikan, nggak bisa buka riwayat vaksin"
Erika Nailah,1,2023-06-13 12:13:30,"Aplikasi ini update nya gak ngotak, keseringan update bukannya makin bagus malah makin gak bagus. Apalagi kalo lagi perlu buat keperluan mendesak malah perlu update dulu, kalo gak di update gak bisa di buka, kan bikin ribet"
srikandi dwi,1,2023-06-13 12:05:09,mau login aja susah banget nama tidak sesuai dengan nik terus padahalkan udh bener
Gathot Rubai,5,2023-06-13 11:45:10,Siip
Abdul Arici,1,2023-06-13 11:41:01,Susah di download
Dodhy Suwitry,1,2023-06-13 10:57:24,Gak ada bagus2nya nih apk... Bukannya memudahkan ehhh ini malah menyulitkan... Versi terburuk yes.. Masa iya nunggu setahun baru muncul sertifikatnya 🤣🤣
Sobat Darwin,1,2023-06-13 10:39:31,"Kalau tidak mampu membuat program mending tidak usah buat, sudah booster ke 2 status booster hanya per 1 , sudah verifikasi tidak ada tindak lanjut"
Akhmad Jaelani,2,2023-06-13 10:32:25,"Di updat Sertifikat faksin istri malah hilang, tolongdi perbaiki lagi"
Baitun Nisa,1,2023-06-13 10:14:33,sudah vaksin ketiga tapi sertifikat nya yang muncul hanya vaksin 1&2😌
Muh Muha,1,2023-06-13 10:03:23,"Ribet,,,, sangat sangat sangat ribet.... Tidak membantu sama sekali..."
Rizky Rio,5,2023-06-13 09:47:48,"Terima kasih, akhirnya masalah sudah tertangani"
Ucit Tan,1,2023-06-13 09:26:02,Aplikasi kaga jelas mana sertifikat vaksin gw gak ada oiii
M. Aji Nurbuat,1,2023-06-13 09:23:06,"aplikasi lambat sertifikat tidak kunjung muncul, padahal sudah di approve dari faskes dan pusat tapi sertifikat tidak kunjung muncul, aplikasi lambat!!"
Rerhe Alya,1,2023-06-13 09:22:05,"Bikin ribet MW lihat sertifikat vaksin aja gag bisa,klo gag bisa buat aplikasi mending gag usah di buat. Lebih enakan peduli lindungi MW lihat sertifikat vaksin udah bisa,makin kesini makin hancur aplikasinya. Lagi butuh sertifikat vaksin nya buat perpanjangan kontrak kerja"
muhamad faturrachman,1,2023-06-13 09:20:59,"Sertifikat booster belum kunjung muncul, pelayan pengaduan melalui email dengan WA nihil!!!"
Z7,1,2023-06-13 09:14:33,Sudah vaksin ke 3 kenapa di status yang muncul vaksin booster pertama??? Riwayat vaksin kok jadi gak ada.. Hadehhhh .. Di klik tulidan vaksin booster pertama juga gak bisa... Hadeh.. Pemerintah menyulitkan rakyat
Andy B,1,2023-06-13 08:54:09,Belajar lagi untuk membuat aplikasi yang mempermudah orang. Bukan mempersulit.
Alfiano Alfi,5,2023-06-13 08:30:00,Yang baik
Abyan Dafa,1,2023-06-13 08:16:43,"Kecewa semenjak aplikasi jadi sayu sehat,data saya tidak sesuai dengan nik,saya sudah melakukan pengaduan di whatsapp maupun di email dari bulan maret sampai sekarang tidak direspon,kecewa dengan pelayanannya"
Defa Prayoga,1,2023-06-13 07:58:11,"Udah vaksin booster 1 sudah ada 2 bulan lebih saya cek kembali kok masih vaksin 2 ya sertifikatnya, emang agak aneh ni, ada solusi?"
Novi Meliasumpter,1,2023-06-13 07:53:11,Setelah diperbarui kenapa tidak bisa lihat sertifikat vaksin
Awaliya Tusyifa,1,2023-06-13 07:23:34,Ngga bisa download
Bening Kan cipta,1,2023-06-13 06:48:33,Buat apa kayak ginì. Ga ngaruh
Jodi Setiahadi,1,2023-06-13 06:02:04,"Begitu update kok saya gabisa log in ya, riwayat data hilang?"
william Liew,5,2023-06-13 00:31:35,Pg
buyung hilmansyah,1,2023-06-12 23:52:29,"Pantesan sy gk bs login ,, ternyata emang apk ny buruk toh. Hebat ya prpgram pemerintah. Abis dana brp nih buat apl nya ?"
Betta Luziana,4,2023-06-12 23:14:12,"update vaksin ketiga lemot lama sekali. udah email terus minta data, saya kasih belum dibalas :(. saya chat by wa juga baru ngetik eh sesi chat berakhir..ini gimana tolong saya mau pergi luar kota Minggu ini :(((("
Intan Bahiroh,1,2023-06-12 21:45:58,Setivikat vaksin Tidak keluar pdahal sangat di butuhkan
Alim Ahmad,3,2023-06-12 21:24:33,Skrg apa ni guna aplikasi ini...? Proyek bos2 itu dah selesai ya?
Rika Anida,1,2023-06-12 19:34:28,Jelek. Masa yg ada hanya sertifikat vaksin 1. Pdhl udah booster
Fajar Cz#2,1,2023-06-12 18:43:44,gajelas masa ga bisa daftar padahal nik sama nama uda sama kaya di ktp tapi sama aja ga bisa daftar
Rimbi Atmojo,1,2023-06-12 18:07:46,Semenjak di update pas mau liat sertifikat vaksin sedang ada gangguan hadeh gmna ini
Saipul Jamil,1,2023-06-12 17:52:33,kadang suka tolol udh bener² pake ganti nama apk segala. nyusahin orang giliran mau login lagi pake apk satusehat malah ga ke konek sama akun pedulilindungi.. ngotak lah dikit lagi kalo mau rubah sistem giliran kalo ada apa² mau chekin harus sqan barkot jadi ga bisa gara² update versi sekarang..Ada yg mudah dibikin susah alhasil akun peduli lindungi jdi hilang gara lupa gmail pas login di satu sehat.. dear tempat wisata yg suka sqan barkot pas masuk loby.Takut mati emang kalo blm pd vaksin
tuti herawati,1,2023-06-12 17:34:47,Seharusnya tidak diganti dengan satu sehat file file vaksin jadi ilang akunya jadi steres karena file nya ilang semua saat buka malah disuruh vaksin padahal udah bosster dan anak udah vaksin ke2
Khalish Bhanuwisesa,4,2023-06-12 15:48:38,Saya mau masuk ke satu sehat kok malah gak bisa masuk sih
farid Subur,1,2023-06-12 14:56:52,"Udah bagus apk yang lama. Ini yang baru malah kaga jelas, sertifikat berubah, daftar vaksin kaga ada, kata nya fitur udah lengkap tapi boong"
M.Aditya Febriansyah,1,2023-06-12 14:36:07,"Kok gak bisa download sertifikat vaksin gagal mulu, saya butuh ini untuk melamar pekerjaan!"
Ryan Setiana,1,2023-06-12 14:17:16,Saya udah vaksin sampe ke3 tapi hasilnya gak ada gmn nie...aplikasi bnyak d hujat tapi gak ada perubahan..hasil dri aplikasi pemerintah kayak gni ... Bangke2
Refky Wahyudi Aris,1,2023-06-12 14:13:25,Ngk udpate ngk bsa bukak Sampah app nya
DN [pitsu],1,2023-06-12 13:06:51,"Kembalikan peduli lindungi, di update bukannya tambah bagus sertifikat vaksin malah nggak keluar. saya jadi tidak bisa melamar pekerjaan!!!"
email jkt,5,2023-06-12 12:56:56,Mantap
Mama Rifki Rifki,1,2023-06-12 12:27:54,"Kenapa gak bisa masuk ke aplikasi,,masukin nomer sama email ttp gak bisa,, keterangan akun tdk ditemukan,, giliran mau daftar baru,,nomer udah terdaftar,, aplikasi gak jelas,,mending balik ke peduli lindungi aja"
pakadus traveler's,5,2023-06-12 11:46:57,Ok
Tiray Tiray,1,2023-06-12 11:04:40,"Udh vaksin ke 3 tapi sertifikat ga muncul samsekk,piye ikii"
Alfan Hidayat,1,2023-06-12 09:49:01,tiket vaksin booster tidak muncul aneh bgt
Grady,1,2023-06-12 09:00:10,"Aplikasi eror gak bisa daftar sama sekali padahal dulu di pedulilindungi bisa, ada bukti vaksin. Sekarang semua sudah hilang."
Gigih Ryan Aji Santosa,1,2023-06-12 07:40:24,Lokasi tempat pemberian vaksinasi kok bisa hilang ini gimana!!!!
Nanang Nanang,1,2023-06-12 06:40:35,Ganti aplikasi baru malah kacau... Masih bagus peduli lindungi 😡
Asep Maulana,1,2023-06-12 06:05:33,"Udah full vaksin yang ada cuma 1 doang , semoga crpat di perbaiki"
TWIN TWIN,1,2023-06-12 04:29:28,Taubat lah sebelum .....
Sriyono Eko Prabowo,1,2023-06-11 22:33:22,Saya harap Aplikasinya segera di sempurnakan ... karena kita mau ngisi data koq nggak masuk2x
Zalita Putriana,1,2023-06-11 21:55:43,SANGAT BURUK.
Ega Wahyudi,1,2023-06-11 21:50:04,"Di update datanya jd berubah,"
Firman Ardiansyah,1,2023-06-11 21:09:10,Aplikasinya semakin buruk!! Lebih baik yang versi awal daripada setelah diperbaharui. Vaksin kedua dan ketiga BUG! Tolong di perbaiki.
ARDY FITRIANTO,1,2023-06-11 19:50:31,"Apk ini sangat membantu banget , dan pelayanan wau cukup lama,membuat hidup saya menjadi mengerti dengan namanya kesabaran dan kemurahan hati"
Argensus,3,2023-06-11 19:37:51,Min ini gimana kok vaksin booster ku kagak muncul ini??
Rico Susanti,5,2023-06-11 19:26:29,WW#.
Misnaji Naji,3,2023-06-11 19:18:37,Bagus
Heri jaya Dipta,1,2023-06-11 19:12:52,"Apk Idiot.... sertifikat Vaksin tidak ada muncul,padahal sdah 3 kali vaksin"
dadan supardan98,5,2023-06-11 18:59:32,Apa aplikasi ini masih di gunakan kah??
Lina Diyana mufidah,1,2023-06-11 17:57:40,Burukkk sekaliiiii heldesk juga ga bisa dipake
Muzaimuzai Muzai,1,2023-06-11 16:03:35,Aplikasi pemerintah tapi pelayanan minus. Udah Vaksin booster ke2 tapi sertifikat belum keluar. Lucu
Adham,2,2023-06-11 16:02:54,Saya sdah vaksin ke 3 ko yg tampil cuman ke 1 nya
Noldy NT,5,2023-06-11 15:31:56,Try out
Mochamad Ilham,1,2023-06-11 14:47:25,"Untuk tampilan sertifikat vaksin nya tidak ada,padahal ingin di Cetak untuk melamar pekerjaan."
Kelik Septi,1,2023-06-11 14:12:16,Jelek
Baqi Nugroho,1,2023-06-11 12:47:43,"PERCUMA VAKSIN, SERTIFIKAT TDK MUNCUL TERUS."
Priatna X Amelia,1,2023-06-11 12:44:10,Bnyk bug
Bandi Klepuh,1,2023-06-11 12:44:09,Tiap buka suruh update
Davit Leo,5,2023-06-11 11:08:16,Bagus
Yogi sutiawan,5,2023-06-11 09:03:16,Good
Samsung S10,1,2023-06-11 04:44:38,"Hp lama hilang beserta kartu simnnya, jadi bagaimana saya bisa login. Sedangkan daftar ulang pake nomor baru tidak bisa,sebab NIK saya sudah pernah terdaftar. Tolong dipernudah loginnya. Kalian memang suka ya mempersulit masyarakat? Siapa yang mengajarkan kalian menjadi manusia seperti ini."
Fahru roji Roji,1,2023-06-11 02:11:15,Sertifikat vaksin boster ke 1 kok belom muncul muncul padahal sudah vaksin
Muhammad Ruji,1,2023-06-10 22:57:38,Lebih parah dari versi lama. Versi lama masih bisa daftarkan sertifikat vaksin
Muhammad Shodik,5,2023-06-10 22:17:17,Ok
lukman haris,1,2023-06-10 22:05:09,sertifikat vaksin jadi hilang 1 harusnya ada 2 orang
tri gilang,1,2023-06-10 21:20:38,Update sampah
Mosi Sanjaya,5,2023-06-10 21:10:31,Baik
Harianto Baret,1,2023-06-10 20:55:48,Jelek . Di update malah tambah buruk . Sudah vaksin ke 3 tapi data keluar cuma vaksin 2
Yis Martini,5,2023-06-10 20:29:13,Bagus
Randall_Akhmad Zharif Muinun,1,2023-06-10 19:34:57,Sertifikat booster tidak keluar
Desfa Maulana,1,2023-06-10 17:39:05,MAKIN GAK JELAS SEMENJAK DI UPDATE MAU LIAT KARTU VAKSIN YG KE 3 MALAH GAK BISA PAYAH
Simata Wayang,5,2023-06-10 17:29:26,Bagus dan baik
Cececino Cino,1,2023-06-10 17:27:20,Aplikasi gak bisa digunain habis vaksin tp sertifikat nya gak keluar .aplikasi bodohhh
toto iryanto,1,2023-06-10 16:12:47,Gak bisa unduh sertifikatt
Vale Maulana,1,2023-06-10 15:58:30,"Jadi makin ribet ,bukan makin bagus ni aplikasi .malah makin ribet"
Thole Brandalz,2,2023-06-10 14:55:17,Data dari peduli lindungi tidak pindah semua
ari barat,5,2023-06-10 14:33:52,"Yang komen pada bintang 1 semua, faktanya emang iya aplikasi bobrok."
Asep Sumarna,5,2023-06-10 14:05:01,Canggih
Duana Kurnia,1,2023-06-10 13:59:25,Rusaaaaak
channel hiburan,1,2023-06-10 13:28:31,Ribet dan tidak berguna
Yayah Imelda Salim,1,2023-06-10 12:31:42,Ini gimana si ya ko sertifikatny g ada d aplikasi saya udh vaksin ke 2 ga ada semua
anr yasha,1,2023-06-10 12:29:26,"seritikat vaksin hilang semua, padahal sudah vaksin booster"
Derry Bolang,5,2023-06-10 11:15:40,Selalu sehat dan menjaga kesehatan.
imroatus sholikha,1,2023-06-10 10:01:59,"Udah vaksin sampe booster tapi di aplikasi masih vaksin 2 aja padahal udah di update ni aplikasi, bikin ribet aja kalau mau naik kereta harus nunjukin surat nya dulu. Aplikasi tidak berguna"
Bayu Indra Riyadi,1,2023-06-10 07:58:49,Sudah vaksin ke 3 tapi tetap belum muncul sertifikat vaksin ke 3 nya
Riko Bahtiar,5,2023-06-10 07:44:53,Semakin berkembang
ade hendri,3,2023-06-10 07:44:51,Kalau sudah vaksin dari luarnegeri apa ga bisa datanya dimasukan ya di indonesia.. Apa harus vaksin lagi.. klo udah vaksin biontech.. dan itu jadi syrat lagi buat prjlanan keluar.. solusinya gimana???
Reny,2,2023-06-10 06:44:57,Ko ga bisa login ya
afri mubarok,2,2023-06-10 01:25:27,Saya vaksin dosis 3 udah mau 3 bulan tp setrivikat vaksinya belum keluar kenapa ea...?
putraaf __,2,2023-06-10 01:16:11,bagaimana cara mengatasi mengunduh sertifikat gagal dan sertifikat booster 1 belum muncul padahal sudah vaksin
Gusti Jibran,5,2023-06-10 00:12:00,Habis diupdate gak bisa login
